port,prov,kode_hirarki,geometry,h3
Tanjung Pakis,Jawa Timur,PP,"POLYGON ((-6.832229210545094 112.44398587508661, -6.896168613743118 112.4439901439245, -6.896168613743118 112.38000985607552, -6.832229210545094 112.3800141249134, -6.832229210545094 112.44398587508661))","['888d800e3bfffff', '888d800503fffff', '888d8005c5fffff', '888d800509fffff', '888d800ec1fffff', '888d80050bfffff', '888d800e95fffff', '888d800ecbfffff', '888d8005e3fffff', '888d800563fffff', '888d800ec5fffff', '888d800535fffff', '888d800e11fffff', '888d80053bfffff', '888d800527fffff', '888d800eedfffff', '888d800507fffff', '888d8005c7fffff', '888d800525fffff', '888d8005e7fffff', '888d800e9dfffff', '888d800ed3fffff', '888d800511fffff', '888d800e8bfffff', '888d8005ebfffff', '888d800e81fffff', '888d800e13fffff', '888d800e89fffff', '888d800e8dfffff', '888d8005edfffff', '888d800517fffff', '888d8005e5fffff', '888d800521fffff', '888d800eebfffff', '888d800ee9fffff', '888d800e99fffff', '888d80053dfffff', '888d800eddfffff', '888d800529fffff', '888d80050dfffff', '888d8005e9fffff', '888d800ed1fffff', '888d800ec9fffff', '888d800ec3fffff', '888d800ed5fffff', '888d8005e1fffff', '888d800547fffff', '888d800537fffff', '888d800ecdfffff', '888d800e91fffff', '888d800523fffff', '888d800ed7fffff', '888d800539fffff', '888d800533fffff', '888d8005a9fffff', '888d800e17fffff', '888d80051dfffff', '888d800501fffff', '888d80052dfffff', '888d80052bfffff', '888d800edbfffff', '888d8005adfffff', '888d800505fffff', '888d800ed9fffff', '888d800e83fffff', '888d800ec7fffff', '888d800531fffff', '888d800515fffff', '888d8005a5fffff', '888d800513fffff', '888d800e1bfffff', '888d800e97fffff', '888d80056bfffff']"
Tegal,Jawa Tengah,PP,"POLYGON ((-6.81970919591178 109.16978504396987, -6.883648632379219 109.16978930483629, -6.883648632379219 109.10581069516371, -6.81970919591178 109.10581495603013, -6.81970919591178 109.16978504396987))","['888d895367fffff', '888d8826b5fffff', '888d8826ddfffff', '888d89c9a3fffff', '888d89c9b1fffff', '888d88269bfffff', '888d8826a1fffff', '888d8826b3fffff', '888d89c935fffff', '888d8826b9fffff', '888d8826d3fffff', '888d8826d9fffff', '888d895365fffff', '888d8826d7fffff', '888d8826a3fffff', '888d8826bdfffff', '888d88268dfffff', '888d8826abfffff', '888d895363fffff', '888d89c9abfffff', '888d88269dfffff', '888d8826e3fffff', '888d882689fffff', '888d8826bbfffff', '888d882685fffff', '888d8824dbfffff', '888d88268bfffff', '888d8826a9fffff', '888d8826c3fffff', '888d89536bfffff', '888d882699fffff', '888d8826c7fffff', '888d89c9a5fffff', '888d882693fffff', '888d89c933fffff', '888d8826cbfffff', '888d882683fffff', '888d882681fffff', '888d882695fffff', '888d89c9bdfffff', '888d89c937fffff', '888d8824d9fffff', '888d89536dfffff', '888d895369fffff', '888d882687fffff', '888d89c9a7fffff', '888d8826dbfffff', '888d8826b1fffff', '888d8826b7fffff', '888d89532dfffff', '888d895341fffff', '888d8826d1fffff', '888d89534dfffff', '888d89c9a1fffff', '888d89c9e7fffff', '888d89c9a9fffff', '888d895349fffff', '888d89534bfffff', '888d895329fffff', '888d882691fffff', '888d89c9b5fffff', '888d895345fffff', '888d895361fffff', '888d882697fffff', '888d8826d5fffff', '888d89530dfffff', '888d89c9e5fffff', '888d89c931fffff', '888d89c9adfffff', '888d895347fffff']"
Kayuadi,Sulawesi Selatan,PL,"POLYGON ((-6.795419167606429 120.8231834359748, -6.859358668449821 120.82318768137871, -6.859358668449821 120.7592123186213, -6.795419167606429 120.75921656402521, -6.795419167606429 120.8231834359748))","['88951d832dfffff', '88951d9899fffff', '88951d8315fffff', '88951d8363fffff', '88951d810bfffff', '88951d8145fffff', '88951d8147fffff', '88951d806bfffff', '88951d8335fffff', '88951d8331fffff', '88951d8323fffff', '88951d8367fffff', '88951d9895fffff', '88951d830bfffff', '88951d816bfffff', '88951d8305fffff', '88951d9897fffff', '88951d802dfffff', '88951d8153fffff', '88951d830dfffff', '88951d8303fffff', '88951d811dfffff', '88951d8041fffff', '88951d9893fffff', '88951d8155fffff', '88951d832bfffff', '88951d8339fffff', '88951d831dfffff', '88951d98d3fffff', '88951d8313fffff', '88951d8045fffff', '88951d8067fffff', '88951d804dfffff', '88951d8143fffff', '88951d833bfffff', '88951d8317fffff', '88951d8301fffff', '88951d8157fffff', '88951d8109fffff', '88951d831bfffff', '88951d8321fffff', '88951d9891fffff', '88951d8151fffff', '88951d989bfffff', '88951d8069fffff', '88951d814bfffff', '88951d8311fffff', '88951d8333fffff', '88951d8111fffff', '88951d8337fffff', '88951d8149fffff', '88951d815bfffff', '88951d814dfffff', '88951d815dfffff', '88951d8141fffff', '88951d8169fffff', '88951d8347fffff', '88951d8325fffff', '88951d8307fffff', '88951d8061fffff', '88951d806dfffff', '88951d8159fffff', '88951d8329fffff', '88951d8327fffff', '88951d836bfffff', '88951d8119fffff', '88951d8065fffff', '88951d833dfffff', '88951d8309fffff']"
Pulau Jinato,Sulawesi Selatan,PL,"POLYGON ((-6.716199076067553 121.00397823242513, -6.780138785309542 121.00398242742598, -6.780138785309542 120.940017572574, -6.716199076067553 120.94002176757486, -6.716199076067553 121.00397823242513))","['88951d8627fffff', '88951d8633fffff', '88951d8613fffff', '88951d865dfffff', '88951d8609fffff', '88951d8635fffff', '88951d8663fffff', '88950e4923fffff', '88951d8669fffff', '88951d8639fffff', '88950e4921fffff', '88951d8601fffff', '88951d8625fffff', '88951d8629fffff', '88951d860bfffff', '88951d875bfffff', '88951d8719fffff', '88951d8603fffff', '88951d864dfffff', '88951d864bfffff', '88951d86edfffff', '88950e492dfffff', '88951d8623fffff', '88951d8657fffff', '88951d8459fffff', '88951d86c5fffff', '88951d8641fffff', '88951d8617fffff', '88951d844bfffff', '88951d862bfffff', '88951d844dfffff', '88951d871bfffff', '88951d8621fffff', '88951d861dfffff', '88951d8649fffff', '88951d8655fffff', '88951d8611fffff', '88951d860dfffff', '88951d86e1fffff', '88951d8453fffff', '88951d8661fffff', '88951d8605fffff', '88951d8753fffff', '88951d8619fffff', '88951d8631fffff', '88951d861bfffff', '88950e4927fffff', '88951d86e7fffff', '88951d862dfffff', '88951d86e5fffff', '88951d866bfffff', '88951d8607fffff', '88951d8637fffff', '88951d8651fffff', '88951d8451fffff', '88951d8667fffff', '88951d8615fffff', '88951d8643fffff', '88951d8449fffff', '88951d845dfffff', '88951d863bfffff', '88951d8647fffff', '88951d8645fffff', '88951d863dfffff', '88951d86e9fffff', '88951d845bfffff', '88950e4925fffff', '88951d8653fffff', '88951d86cdfffff']"
Cirebon,Jawa Barat,PP,"POLYGON ((-6.681349036175091 108.60317596308252, -6.745288836338626 108.60318013592318, -6.745288836338626 108.53921986407683, -6.681349036175091 108.53922403691749, -6.681349036175091 108.60317596308252))","['888d896363fffff', '888d896061fffff', '888d896315fffff', '888d89633dfffff', '888d896347fffff', '888d896303fffff', '888d896331fffff', '888d89606bfffff', '888d896041fffff', '888d89606dfffff', '888d897899fffff', '888d896341fffff', '888d89631dfffff', '888d896317fffff', '888d896151fffff', '888d896311fffff', '888d896153fffff', '888d896301fffff', '888d89614bfffff', '888d89633bfffff', '888d896327fffff', '888d896325fffff', '888d896323fffff', '888d896343fffff', '888d89635dfffff', '888d896355fffff', '888d896225fffff', '888d896353fffff', '888d896319fffff', '888d896351fffff', '888d896157fffff', '888d896329fffff', '888d896141fffff', '888d89636bfffff', '888d896333fffff', '888d89789bfffff', '888d89632dfffff', '888d896337fffff', '888d896045fffff', '888d89615bfffff', '888d89632bfffff', '888d89614dfffff', '888d896119fffff', '888d89604dfffff', '888d896063fffff', '888d896067fffff', '888d896309fffff', '888d89630bfffff', '888d89630dfffff', '888d89615dfffff', '888d896069fffff', '888d896155fffff', '888d896065fffff', '888d896149fffff', '888d896307fffff', '888d896049fffff', '888d896159fffff', '888d89631bfffff', '888d896227fffff', '888d896143fffff', '888d89634bfffff', '888d896321fffff', '888d896339fffff', '888d896313fffff', '888d89602dfffff', '888d896305fffff', '888d896357fffff', '888d896335fffff']"
Wolu,Maluku,PL,"POLYGON ((-6.671719025192333 131.5959753381312, -6.735658850398477 131.5959795048498, -6.735658850398477 131.5320204951502, -6.671719025192333 131.53202466186877, -6.671719025192333 131.5959753381312))","['889465000bfffff', '889465003dfffff', '889465001dfffff', '88946502e1fffff', '88946502e5fffff', '8894650001fffff', '8894650069fffff', '889465023dfffff', '889465031dfffff', '889465033bfffff', '8894650009fffff', '8894650039fffff', '8894650333fffff', '889465031bfffff', '8894650315fffff', '8894650041fffff', '889465006dfffff', '8894650043fffff', '889465015bfffff', '88946502edfffff', '8894650229fffff', '8894650225fffff', '8894650067fffff', '889465005dfffff', '8894650045fffff', '8894650051fffff', '889465002bfffff', '8894650159fffff', '889465004dfffff', '8894650311fffff', '8894650055fffff', '8894650047fffff', '8894650337fffff', '889465005bfffff', '8894650233fffff', '8894650223fffff', '8894650031fffff', '8894650353fffff', '8894650063fffff', '8894650317fffff', '8894650227fffff', '8894650331fffff', '8894650049fffff', '8894650007fffff', '8894650313fffff', '8894650235fffff', '8894650061fffff', '8894650221fffff', '889465004bfffff', '8894650237fffff', '8894650005fffff', '889465022bfffff', '8894650057fffff', '8894650319fffff', '8894650231fffff', '889465000dfffff', '8894650029fffff', '8894650059fffff', '8894650003fffff', '8894650065fffff', '889465006bfffff', '889465022dfffff']"
Juwana,Jawa Tengah,PR,"POLYGON ((-6.670419023711067 111.18677525383666, -6.734358852295129 111.18677941972884, -6.734358852295129 111.12282058027115, -6.670419023711067 111.12282474616333, -6.670419023711067 111.18677525383666))","['888d8e9921fffff', '888d8ed6e5fffff', '888d8ed6ebfffff', '888d8e9905fffff', '888d8e996dfffff', '888d8ed60bfffff', '888d8ed615fffff', '888d816cb9fffff', '888d8ed617fffff', '888d8ed607fffff', '888d8e9967fffff', '888d8ed6e7fffff', '888d8ed631fffff', '888d8ed62bfffff', '888d8ed611fffff', '888d8ed653fffff', '888d8ed629fffff', '888d8ed609fffff', '888d8e9963fffff', '888d8ed651fffff', '888d8ed613fffff', '888d8ed6c9fffff', '888d8ed65dfffff', '888d8e9939fffff', '888d8e993dfffff', '888d8ed64bfffff', '888d8ed657fffff', '888d8e9961fffff', '888d8ed6a9fffff', '888d8ed6edfffff', '888d8ed663fffff', '888d8e992bfffff', '888d8e9929fffff', '888d8ed6cbfffff', '888d8ed63bfffff', '888d8ed60dfffff', '888d8ed6e3fffff', '888d8ed659fffff', '888d8e9923fffff', '888d8ed6c1fffff', '888d8ed633fffff', '888d816cb7fffff', '888d8ed63dfffff', '888d8ed6c7fffff', '888d8e9965fffff', '888d8ed605fffff', '888d8e9927fffff', '888d8ed6e9fffff', '888d8ed619fffff', '888d8ed6cdfffff', '888d8ed603fffff', '888d8e992dfffff', '888d816cbbfffff', '888d8ed641fffff', '888d8ed65bfffff', '888d816cb1fffff', '888d8ed639fffff', '888d8ed6c5fffff', '888d8e9935fffff', '888d8ed61dfffff', '888d8ed6e1fffff', '888d8ed643fffff', '888d816cb3fffff', '888d8e9907fffff', '888d8ed655fffff', '888d8ed601fffff', '888d8e9925fffff', '888d8ed61bfffff', '888d8ed647fffff', '888d816cb5fffff']"
Rembang/Tasik Agung,Jawa Tengah,PR,"POLYGON ((-6.6611490131577815 111.37157465323874, -6.725088865810359 111.37157881323832, -6.725088865810359 111.3076211867617, -6.6611490131577815 111.30762534676127, -6.6611490131577815 111.37157465323874))","['888d8168abfffff', '888d816895fffff', '888d8ed25dfffff', '888d8168a9fffff', '888d81699bfffff', '888d8168d3fffff', '888d8ed249fffff', '888d81688bfffff', '888d816881fffff', '888d8ed25bfffff', '888d8168c5fffff', '888d8168e9fffff', '888d816d6dfffff', '888d8168cdfffff', '888d8168ddfffff', '888d8168b3fffff', '888d816899fffff', '888d8ed251fffff', '888d8168adfffff', '888d8168dbfffff', '888d8168d9fffff', '888d816f25fffff', '888d816999fffff', '888d8169d1fffff', '888d816813fffff', '888d8168e5fffff', '888d8ed259fffff', '888d816893fffff', '888d816aa3fffff', '888d8168c7fffff', '888d8168cbfffff', '888d8168e1fffff', '888d816d69fffff', '888d816897fffff', '888d816ab7fffff', '888d8168c3fffff', '888d8168d1fffff', '888d81688dfffff', '888d8168a7fffff', '888d816891fffff', '888d8169d7fffff', '888d81689dfffff', '888d8168bdfffff', '888d8168d7fffff', '888d8169d3fffff', '888d8168b1fffff', '888d816f21fffff', '888d816887fffff', '888d8168b9fffff', '888d8168bbfffff', '888d8168a1fffff', '888d816d4dfffff', '888d8ed24bfffff', '888d816aa7fffff', '888d8168a5fffff', '888d8168b7fffff', '888d816889fffff', '888d81689bfffff', '888d816883fffff', '888d8168e7fffff', '888d816ab5fffff', '888d816885fffff', '888d816d65fffff', '888d8168ebfffff', '888d8168c1fffff', '888d8168edfffff', '888d816f2dfffff', '888d8168a3fffff', '888d8168e3fffff', '888d8169dbfffff', '888d816f27fffff', '888d8168c9fffff', '888d8168b5fffff', '888d8168d5fffff']"
Rembang/ Sluke,Jawa Tengah,PR,"POLYGON ((-6.599798943725807 111.57577069993783, -6.663738954842313 111.57577482095337, -6.663738954842313 111.51182517904664, -6.599798943725807 111.51182930006217, -6.599798943725807 111.57577069993783))","['888d83b5d1fffff', '888d83b581fffff', '888d83b5d5fffff', '888d83b5ebfffff', '888d83b5c5fffff', '888d83b42bfffff', '888d83b4e9fffff', '888d83b5dbfffff', '888d83b589fffff', '888d83b557fffff', '888d83b43dfffff', '888d83b41dfffff', '888d83b5c1fffff', '888d83b5c7fffff', '888d83b425fffff', '888d83b53bfffff', '888d83b42dfffff', '888d83b439fffff', '888d83b461fffff', '888d83b445fffff', '888d83b423fffff', '888d83b4e5fffff', '888d83b583fffff', '888d83b467fffff', '888d83b551fffff', '888d83b519fffff', '888d83b55bfffff', '888d83b5cdfffff', '888d83b5c3fffff', '888d83b46bfffff', '888d83b58bfffff', '888d83b407fffff', '888d83b503fffff', '888d83b713fffff', '888d83b413fffff', '888d83b469fffff', '888d83b465fffff', '888d83b5e9fffff', '888d83b427fffff', '888d83b411fffff', '888d83b51dfffff', '888d83b405fffff', '888d83b429fffff', '888d83b58dfffff', '888d83b5c9fffff', '888d83b401fffff', '888d83b40bfffff', '888d83b435fffff', '888d83b5ddfffff', '888d83b539fffff', '888d83b515fffff', '888d83b511fffff', '888d83b5cbfffff', '888d83b431fffff', '888d83b417fffff', '888d83b415fffff', '888d83b409fffff', '888d83b437fffff', '888d83b51bfffff', '888d83b553fffff', '888d83b43bfffff', '888d83b463fffff', '888d83b433fffff', '888d83b4edfffff', '888d83b403fffff', '888d83b517fffff', '888d83b513fffff', '888d83b447fffff', '888d83b5d9fffff', '888d83b40dfffff', '888d83b5d7fffff', '888d83b421fffff']"
Jepara,Jawa Tengah,PR,"POLYGON ((-6.546028883459748 110.68236726582839, -6.6099690322830735 110.6823713526961, -6.6099690322830735 110.61842864730392, -6.546028883459748 110.61843273417162, -6.546028883459748 110.68236726582839))","['888d8ea93dfffff', '888d8e068dfffff', '888d8e0655fffff', '888d8e06e1fffff', '888d8e0653fffff', '888d8e0643fffff', '888d8e0629fffff', '888d8e0609fffff', '888d8e06c7fffff', '888d8e06edfffff', '888d8ea963fffff', '888d8e0633fffff', '888d8e06ebfffff', '888d8e0639fffff', '888d8ea935fffff', '888d8e0663fffff', '888d8e0659fffff', '888d8e0621fffff', '888d8e0619fffff', '888d8ea907fffff', '888d8e0605fffff', '888d8e0607fffff', '888d8e06c1fffff', '888d8e06c5fffff', '888d8ea939fffff', '888d8ea923fffff', '888d8ea92dfffff', '888d8e0623fffff', '888d8ea931fffff', '888d8e061dfffff', '888d8ea929fffff', '888d8e061bfffff', '888d8e06cdfffff', '888d8e0631fffff', '888d8ea961fffff', '888d8e14b7fffff', '888d8e063bfffff', '888d8e06e5fffff', '888d8e06cbfffff', '888d8e0635fffff', '888d8e064bfffff', '888d8ea965fffff', '888d8e0603fffff', '888d8e14b1fffff', '888d8e063dfffff', '888d8ea905fffff', '888d8e062bfffff', '888d8ea927fffff', '888d8e06e7fffff', '888d8e0601fffff', '888d8e06c9fffff', '888d8e14b3fffff', '888d8e0615fffff', '888d8e0657fffff', '888d8e0611fffff', '888d8ea925fffff', '888d8e060bfffff', '888d8ea967fffff', '888d8e0647fffff', '888d8e0613fffff', '888d8e0651fffff', '888d8e0617fffff', '888d8e06a9fffff', '888d8e060dfffff', '888d8ea921fffff', '888d8e065bfffff', '888d8e06e3fffff', '888d8ea92bfffff', '888d8e065dfffff', '888d8e06e9fffff', '888d8e14b5fffff']"
Batu Goyang,Maluku,PL,"POLYGON ((-6.4294387546702625 134.16175991820288, -6.493379198301136 134.16176393108958, -6.493379198301136 134.0978360689104, -6.4294387546702625 134.0978400817971, -6.4294387546702625 134.16175991820288))","['8872933855fffff', '8872933869fffff', '887293386dfffff', '887293381dfffff', '8872933819fffff', '8872933b13fffff', '8872933851fffff', '8872933805fffff', '8872933829fffff', '887293386bfffff', '8872933a21fffff', '887293382bfffff', '8872933ae3fffff', '8872933ae1fffff', '8872933853fffff', '8872933aadfffff', '8872933849fffff', '887293383dfffff', '8872933839fffff', '8872933801fffff', '8872933aa9fffff', '8872933a2bfffff', '8872933a27fffff', '8872933ae7fffff', '887293380bfffff', '8872933845fffff', '8872933803fffff', '887293384bfffff', '8872933a33fffff', '8872933847fffff', '8872933a31fffff', '8872933843fffff', '8872933861fffff', '8872933a23fffff', '887293383bfffff', '88729338edfffff', '887293384dfffff', '8872933a35fffff', '8872933807fffff', '8872933aedfffff', '887293385bfffff', '8872933811fffff', '8872933841fffff', '8872933a3dfffff', '8872933857fffff', '8872933aa5fffff', '8872933809fffff', '8872933863fffff', '887293385dfffff', '887293381bfffff', '8872933867fffff', '8872933ae5fffff', '8872933817fffff', '8872933815fffff', '8872933a37fffff', '8872933859fffff', '887293380dfffff', '8872933865fffff']"
Labuhan,Banten,PR,"POLYGON ((-6.328318645061495 105.85335365468663, -6.392259340186167 105.85335760347651, -6.392259340186167 105.78944239652348, -6.328318645061495 105.78944634531337, -6.328318645061495 105.85335365468663))","['888c13b5e9fffff', '888c13b511fffff', '888c13b4e9fffff', '888c13b417fffff', '888c13b513fffff', '888c13b401fffff', '888c13b5d3fffff', '888c13b58dfffff', '888c13b437fffff', '888c13b5cbfffff', '888c13b40dfffff', '888c13b4e5fffff', '888c13b4e7fffff', '888c13b4e3fffff', '888c13b435fffff', '888c13b4ebfffff', '888c13b58bfffff', '888c13b51bfffff', '888c13b409fffff', '888c13b5d9fffff', '888c13b4edfffff', '888c13b4c5fffff', '888c13b405fffff', '888c13b517fffff', '888c13b599fffff', '888c13b425fffff', '888c13b413fffff', '888c13b4e1fffff', '888c13b589fffff', '888c13b5d5fffff', '888c13b447fffff', '888c13b4cdfffff', '888c13b407fffff', '888c13b5d1fffff', '888c13b42bfffff', '888c13b463fffff', '888c13b5c3fffff', '888c13b429fffff', '888c13b5cdfffff', '888c13b427fffff', '888c13b46bfffff', '888c13b43dfffff', '888c13b519fffff', '888c13b433fffff', '888c13b5ddfffff', '888c13b431fffff', '888c13b403fffff', '888c13b40bfffff', '888c13b5c9fffff', '888c13b42dfffff', '888c13b41dfffff', '888c13b5c7fffff', '888c13b5c5fffff', '888c13b5c1fffff', '888c13b5ebfffff', '888c13b59dfffff', '888c13b415fffff', '888c13b4c1fffff', '888c13b5d7fffff', '888c13b411fffff', '888c13b4adfffff', '888c13b439fffff', '888c13b423fffff', '888c13b421fffff', '888c13b5dbfffff', '888c13b43bfffff']"
Indramayu/Losarang,Jawa Barat,PL,"POLYGON ((-6.275648588740302 108.3877504323661, -6.339589413314423 108.38775434779471, -6.339589413314423 108.32384565220529, -6.275648588740302 108.3238495676339, -6.275648588740302 108.3877504323661))","['888c16c021fffff', '888c16c137fffff', '888c16cad3fffff', '888c16c1cdfffff', '888c16c1b5fffff', '888c16c1c9fffff', '888c16c111fffff', '888c16c1c5fffff', '888c16c025fffff', '888c16cf4bfffff', '888c16cadbfffff', '888c16c153fffff', '888c16c18dfffff', '888c16c131fffff', '888c16c1d9fffff', '888c16cf49fffff', '888c16c11dfffff', '888c16c1ebfffff', '888c16c1d3fffff', '888c16cad9fffff', '888c16c15bfffff', '888c16c1b1fffff', '888c16c18bfffff', '888c16c1a7fffff', '888c16c113fffff', '888c16c02dfffff', '888c16c1c3fffff', '888c16c027fffff', '888c16c1bdfffff', '888c16c037fffff', '888c16cacbfffff', '888c16c1e9fffff', '888c16c1e7fffff', '888c16c1dbfffff', '888c16c183fffff', '888c16c1b9fffff', '888c16c1adfffff', '888c16c189fffff', '888c16c1abfffff', '888c16c035fffff', '888c16c1a9fffff', '888c16c1e5fffff', '888c16c115fffff', '888c16c185fffff', '888c16c1ddfffff', '888c16c133fffff', '888c16c135fffff', '888c16c117fffff', '888c16c1a3fffff', '888c16c1e3fffff', '888c16c19dfffff', '888c16c119fffff', '888c16c181fffff', '888c16c1d7fffff', '888c16c1d1fffff', '888c16c13bfffff', '888c16c1c1fffff', '888c16c1cbfffff', '888c16c157fffff', '888c16c1a1fffff', '888c16c1d5fffff', '888c16c187fffff', '888c16c1edfffff', '888c16c11bfffff', '888c16c1c7fffff', '888c16c1e1fffff', '888c16c023fffff', '888c16cad1fffff', '888c16c1a5fffff', '888c16c139fffff', '888c16caddfffff']"
